validation_scheme,year,spatial_fold,budget,domain,weighting,strategy,n_seeds,mean_bias,sd_bias,mean_mae,mean_rmse
whole_blocks_latitude_cap,2005,4,5000,south_of_60n,spherical_cell_area,random,20,-1.4644636026265012,0.33465920948618155,11.656371196809678,19.66956849516918
whole_blocks_latitude_cap,2005,4,5000,south_of_60n,spherical_cell_area,spatial_coverage,20,-1.5344120632984086,0.3708750209394406,12.353423962447701,20.20672666016295
whole_blocks_latitude_cap,2010,0,5000,global,equal_cell,historical_density,20,0.08839715058668188,0.46796719828614647,13.816710268858348,23.203383518694082
whole_blocks_latitude_cap,2010,0,5000,global,equal_cell,random,20,1.0313552048155818,0.38398058241012933,12.05618098817892,23.17739224803344
whole_blocks_latitude_cap,2010,0,5000,global,equal_cell,spatial_coverage,20,0.9106023132270163,0.362212757809541,12.067072357187932,20.006692914944857
whole_blocks_latitude_cap,2010,0,5000,global,spherical_cell_area,historical_density,20,0.5336118331406483,0.4637291426673934,13.469836306461477,23.078437686368062
whole_blocks_latitude_cap,2010,0,5000,global,spherical_cell_area,random,20,1.2109954362201336,0.3985726435336625,11.732710670972377,22.928073543802654
whole_blocks_latitude_cap,2010,0,5000,global,spherical_cell_area,spatial_coverage,20,1.1925128189298841,0.3869804614734787,11.814366989467409,19.96471341726887
whole_blocks_latitude_cap,2010,0,5000,south_of_60n,equal_cell,historical_density,20,0.08839715058668188,0.46796719828614647,13.816710268858348,23.203383518694082
whole_blocks_latitude_cap,2010,0,5000,south_of_60n,equal_cell,random,20,1.0313552048155818,0.38398058241012933,12.05618098817892,23.17739224803344
whole_blocks_latitude_cap,2010,0,5000,south_of_60n,equal_cell,spatial_coverage,20,0.9106023132270163,0.362212757809541,12.067072357187932,20.006692914944857
whole_blocks_latitude_cap,2010,0,5000,south_of_60n,spherical_cell_area,historical_density,20,0.5336118331406483,0.4637291426673934,13.469836306461477,23.078437686368062
whole_blocks_latitude_cap,2010,0,5000,south_of_60n,spherical_cell_area,random,20,1.2109954362201336,0.3985726435336625,11.732710670972377,22.928073543802654
whole_blocks_latitude_cap,2010,0,5000,south_of_60n,spherical_cell_area,spatial_coverage,20,1.1925128189298841,0.3869804614734787,11.814366989467409,19.96471341726887
whole_blocks_latitude_cap,2010,1,5000,global,equal_cell,historical_density,20,-0.0041523195588900495,0.7207552153503585,13.180038306601876,20.896078126606433
whole_blocks_latitude_cap,2010,1,5000,global,equal_cell,random,20,-0.19829990496660482,0.7722732847860546,11.833504072305272,23.40591723811044
whole_blocks_latitude_cap,2010,1,5000,global,equal_cell,spatial_coverage,20,0.9641971411943109,0.5303759358458123,11.495536878020781,18.846936294621678
whole_blocks_latitude_cap,2010,1,5000,global,spherical_cell_area,historical_density,20,0.27810599983619544,0.7429439652042185,12.863102754136003,20.47354716730336
whole_blocks_latitude_cap,2010,1,5000,global,spherical_cell_area,random,20,0.10797901812314656,0.7711382516674611,11.645671169446294,22.8925142621895
