year,evaluation_domain,budget,seed,comparison,metric,difference
2005,all,1000,6,historical_density_minus_random,p95_absolute_error,22.234307898714277
2005,all,1000,6,historical_density_minus_random,p99_absolute_error,36.89545167629531
2005,all,1000,7,spatial_coverage_minus_random,rmse,-0.38272213345902983
2005,all,1000,7,spatial_coverage_minus_random,mae,-0.040912544780905336
2005,all,1000,7,spatial_coverage_minus_random,median_absolute_error,0.07256038354145744
2005,all,1000,7,spatial_coverage_minus_random,p95_absolute_error,0.5377014929268356
2005,all,1000,7,spatial_coverage_minus_random,p99_absolute_error,-3.109087889042158
2005,all,1000,7,historical_density_minus_random,rmse,7.215572512526901
2005,all,1000,7,historical_density_minus_random,mae,5.048787944025486
2005,all,1000,7,historical_density_minus_random,median_absolute_error,3.208203028431228
2005,all,1000,7,historical_density_minus_random,p95_absolute_error,17.524486010778304
2005,all,1000,7,historical_density_minus_random,p99_absolute_error,39.759780078587994
2005,all,1000,8,spatial_coverage_minus_random,rmse,5.840720519764719
2005,all,1000,8,spatial_coverage_minus_random,mae,2.8754363419878537
2005,all,1000,8,spatial_coverage_minus_random,median_absolute_error,1.246602067855946
2005,all,1000,8,spatial_coverage_minus_random,p95_absolute_error,9.488093624787538
2005,all,1000,8,spatial_coverage_minus_random,p99_absolute_error,26.198731814119725
2005,all,1000,8,historical_density_minus_random,rmse,8.162112967809033
2005,all,1000,8,historical_density_minus_random,mae,4.5570355347148315
2005,all,1000,8,historical_density_minus_random,median_absolute_error,1.9884057631358303
2005,all,1000,8,historical_density_minus_random,p95_absolute_error,20.719693525593698
2005,all,1000,8,historical_density_minus_random,p99_absolute_error,38.38517726975648
2005,all,1000,9,spatial_coverage_minus_random,rmse,-0.4033642301578446
2005,all,1000,9,spatial_coverage_minus_random,mae,0.6408901086309502
2005,all,1000,9,spatial_coverage_minus_random,median_absolute_error,0.3930468425670881
2005,all,1000,9,spatial_coverage_minus_random,p95_absolute_error,3.585605526718126
2005,all,1000,9,spatial_coverage_minus_random,p99_absolute_error,1.725280221889463
2005,all,1000,9,historical_density_minus_random,rmse,6.769797757722184
2005,all,1000,9,historical_density_minus_random,mae,4.682668161132915
2005,all,1000,9,historical_density_minus_random,median_absolute_error,2.4037475096862693
2005,all,1000,9,historical_density_minus_random,p95_absolute_error,18.909887672788038
2005,all,1000,9,historical_density_minus_random,p99_absolute_error,42.59906188152134
2005,all,1000,10,spatial_coverage_minus_random,rmse,-1.5099067474788157
2005,all,1000,10,spatial_coverage_minus_random,mae,0.33681761696903045
2005,all,1000,10,spatial_coverage_minus_random,median_absolute_error,1.0422748325891291
2005,all,1000,10,spatial_coverage_minus_random,p95_absolute_error,-0.587288886061053
2005,all,1000,10,spatial_coverage_minus_random,p99_absolute_error,-17.141076508584305
2005,all,1000,10,historical_density_minus_random,rmse,7.795772567787658
2005,all,1000,10,historical_density_minus_random,mae,5.314848158713179
2005,all,1000,10,historical_density_minus_random,median_absolute_error,3.390279818300769
2005,all,1000,10,historical_density_minus_random,p95_absolute_error,21.54998214233649
2005,all,1000,10,historical_density_minus_random,p99_absolute_error,32.97595909274362
2005,all,1000,11,spatial_coverage_minus_random,rmse,-13.8325649499441
2005,all,1000,11,spatial_coverage_minus_random,mae,-3.213117513487587
2005,all,1000,11,spatial_coverage_minus_random,median_absolute_error,0.20455993723794563
2005,all,1000,11,spatial_coverage_minus_random,p95_absolute_error,-12.939370741832903
2005,all,1000,11,spatial_coverage_minus_random,p99_absolute_error,-59.20389216226114
2005,all,1000,11,historical_density_minus_random,rmse,-5.368373870199264
2005,all,1000,11,historical_density_minus_random,mae,0.8327968408977391
2005,all,1000,11,historical_density_minus_random,median_absolute_error,1.8397364042699849
2005,all,1000,11,historical_density_minus_random,p95_absolute_error,4.758556994684334
2005,all,1000,11,historical_density_minus_random,p99_absolute_error,-11.11134075697123
2005,all,1000,12,spatial_coverage_minus_random,rmse,-1.6557333573780753
2005,all,1000,12,spatial_coverage_minus_random,mae,-0.05680570698091536
2005,all,1000,12,spatial_coverage_minus_random,median_absolute_error,0.5851036950613491
2005,all,1000,12,spatial_coverage_minus_random,p95_absolute_error,-0.493771325555187
2005,all,1000,12,spatial_coverage_minus_random,p99_absolute_error,-9.939924630633257
2005,all,1000,12,historical_density_minus_random,rmse,8.394241690834683
2005,all,1000,12,historical_density_minus_random,mae,5.331943003903351
2005,all,1000,12,historical_density_minus_random,median_absolute_error,2.9377692338828467
2005,all,1000,12,historical_density_minus_random,p95_absolute_error,21.422041679213578
2005,all,1000,12,historical_density_minus_random,p99_absolute_error,49.38809091270531
2005,all,1000,13,spatial_coverage_minus_random,rmse,4.6415380397575845
2005,all,1000,13,spatial_coverage_minus_random,mae,3.0271483707691083
2005,all,1000,13,spatial_coverage_minus_random,median_absolute_error,1.879319885108515
2005,all,1000,13,spatial_coverage_minus_random,p95_absolute_error,7.049907134490297
2005,all,1000,13,spatial_coverage_minus_random,p99_absolute_error,24.486350984663886
2005,all,1000,13,historical_density_minus_random,rmse,7.4137003664693
2005,all,1000,13,historical_density_minus_random,mae,5.363225386933646
2005,all,1000,13,historical_density_minus_random,median_absolute_error,3.6374662456781834
2005,all,1000,13,historical_density_minus_random,p95_absolute_error,17.682241759282583
2005,all,1000,13,historical_density_minus_random,p99_absolute_error,29.587819957843962
2005,all,1000,14,spatial_coverage_minus_random,rmse,3.1578689411441907
2005,all,1000,14,spatial_coverage_minus_random,mae,2.4589732456105633
2005,all,1000,14,spatial_coverage_minus_random,median_absolute_error,0.860429123583657
2005,all,1000,14,spatial_coverage_minus_random,p95_absolute_error,9.891163939007953
2005,all,1000,14,spatial_coverage_minus_random,p99_absolute_error,22.96037023790214
2005,all,1000,14,historical_density_minus_random,rmse,7.578609131067186
2005,all,1000,14,historical_density_minus_random,mae,5.303013186564241
2005,all,1000,14,historical_density_minus_random,median_absolute_error,2.9950863974929405
2005,all,1000,14,historical_density_minus_random,p95_absolute_error,21.03509083349433
2005,all,1000,14,historical_density_minus_random,p99_absolute_error,39.35236545439453
2005,all,1000,15,spatial_coverage_minus_random,rmse,-0.47476860516128383
2005,all,1000,15,spatial_coverage_minus_random,mae,0.2735226893225313
2005,all,1000,15,spatial_coverage_minus_random,median_absolute_error,0.427335831414581
2005,all,1000,15,spatial_coverage_minus_random,p95_absolute_error,-0.37159359015931415
2005,all,1000,15,spatial_coverage_minus_random,p99_absolute_error,3.5666091423777004
2005,all,1000,15,historical_density_minus_random,rmse,9.881267400545951
2005,all,1000,15,historical_density_minus_random,mae,5.6779421732721875
2005,all,1000,15,historical_density_minus_random,median_absolute_error,3.0678534706855487
2005,all,1000,15,historical_density_minus_random,p95_absolute_error,23.250016230936758
2005,all,1000,15,historical_density_minus_random,p99_absolute_error,53.075493010352645
2005,all,1000,16,spatial_coverage_minus_random,rmse,-0.0882885451765496
2005,all,1000,16,spatial_coverage_minus_random,mae,0.16022046638647325
2005,all,1000,16,spatial_coverage_minus_random,median_absolute_error,0.20569486522356328
2005,all,1000,16,spatial_coverage_minus_random,p95_absolute_error,0.9157819156131382
2005,all,1000,16,spatial_coverage_minus_random,p99_absolute_error,-1.3929776062499997
2005,all,1000,16,historical_density_minus_random,rmse,7.732078539682444
2005,all,1000,16,historical_density_minus_random,mae,4.493824842808726
2005,all,1000,16,historical_density_minus_random,median_absolute_error,1.9669183670980317
2005,all,1000,16,historical_density_minus_random,p95_absolute_error,23.020949912850163
2005,all,1000,16,historical_density_minus_random,p99_absolute_error,33.18592393023576
2005,all,1000,17,spatial_coverage_minus_random,rmse,-0.9803543129450141
2005,all,1000,17,spatial_coverage_minus_random,mae,0.21364660003312252
2005,all,1000,17,spatial_coverage_minus_random,median_absolute_error,0.5399838343921317
2005,all,1000,17,spatial_coverage_minus_random,p95_absolute_error,0.2501733294906998
2005,all,1000,17,spatial_coverage_minus_random,p99_absolute_error,-4.354991817700679
2005,all,1000,17,historical_density_minus_random,rmse,9.454590008425477
